ΑΜ;Κωδ. μαθ.;Βαθμός
SR001560;P1-3010;4.7
SR001560;P1-3020;8.6
SR001560;P1-3030;0.2
SR001560;P1-3040;1.3
SR001560;P1-3050;3.4
SR001560;P1-3050;0.5
SR001560;P1-4010;0
SR001560;P1-4010;0
SR001560;P1-4010;0
SR001560;P1-4010;0
SR001560;P1-4020;8.6
SR001560;P1-4020;3.4
SR001560;P1-4030;7.6
SR001560;P1-4040;0.2
SR001560;P1-4050;10
SR001562;ICE1-1001;4.7
SR001562;ICE1-1002;4.7
SR001562;ICE1-1003;8.8
SR001562;ICE1-1004;8
SR001562;ICE1-1005;7.6
SR001562;ICE1-1006;0
SR001562;ICE1-2001;4.7
SR001562;ICE1-2002;3.2
SR001562;ICE1-2004;2.7
SR001562;ICE1-2005;8
SR001562;ICE1-2006;3.2
SR001562;ICE1-3001;4.7
SR001562;ICE1-3002;4.7
SR001562;ICE1-3003;3.2
SR001562;ICE1-3004;8.9
SR001562;ICE1-3005;1.2
SR001562;ICE1-3006;3.2
SR001562;ICE1-4001;6.4
SR001562;ICE1-4002;3.1
SR001562;ICE1-4003;0.2
SR001562;ICE1-4004;8.4
SR001562;ICE1-4005;3.6
SR001562;ICE1-5001;8.4
SR001562;ICE1-6002;9.8
SR001562;ICE1-7404;2.8
SR001562;P1-1010;4.7
SR001562;P1-1020;4.7
SR001562;P1-1030;8.8
SR001562;P1-1040;8
SR001562;P1-1050;7.6
SR001562;P1-1060;0
SR001562;P1-2010;8
SR001562;P1-2020;3.2
SR001562;P1-2030;3.2
SR001562;P1-2040;2.7
SR001562;P1-2050;4.7
SR001562;P1-2060;3.2
SR001562;P1-3010;4.7
SR001562;P1-3020;4.7
SR001562;P1-3030;6.4
SR001562;P1-3040;8.9
SR001562;P1-3050;1.2
SR001562;P1-3060;3.2
SR001562;P1-4010;8.4
SR001562;P1-4020;3.1
SR001562;P1-4030;0.2
SR001562;P1-4040;8.4
SR001562;P1-4050;3.6
SR001562;P1-5010;1.6
SR001562;P1-6010;9.8
SR001562;P1-6020;4.1
SR001562;P1-9025;2.8
SR001563;ICE1-1001;3.2
SR001563;ICE1-1003;7.3
SR001563;ICE1-1004;2.1
SR001563;ICE1-1005;0.5
SR001563;ICE1-2001;0.7
SR001563;ICE1-2002;7.6
SR001563;ICE1-2004;6.4
SR001563;ICE1-2005;7
SR001563;ICE1-3005;0.7
SR001563;ICE1-4001;4.7
SR001563;P1-1010;3.2
SR001563;P1-1030;7.3
SR001563;P1-1040;2.1
SR001563;P1-1050;0.5
SR001563;P1-2010;7
SR001563;P1-2020;7.6
SR001563;P1-2040;6.4
SR001563;P1-2050;0.7
SR001563;P1-3030;4.7
SR001563;P1-3050;0.7
SR001564;ICE1-4001;4.7
SR001564;P1-2030;10
SR001564;P1-2030;10
SR001564;P1-2030;10
SR001564;P1-3030;4.7
SR001564;P1-5010;3.9
SR001564;P1-5020;9.6
SR001567;ICE1-1001;7.6
SR001567;ICE1-1003;6.7
SR001567;ICE1-1004;2.7
SR001567;ICE1-1005;4.7
SR001567;ICE1-2001;4.7
SR001567;ICE1-2005;6.7
SR001567;ICE1-3003;0.2
SR001567;ICE1-3004;1.2
SR001567;ICE1-3005;3.6
SR001567;ICE1-3006;4.7
SR001567;ICE1-4001;0.2
SR001567;ICE1-4003;4.7
SR001567;ICE1-4004;7.6
SR001567;ICE1-5001;3.2
SR001567;P1-1010;7.6
SR001567;P1-1020;7.5
SR001567;P1-1020;0.3
SR001567;P1-1030;6.7
SR001567;P1-1030;7.6
SR001567;P1-1040;2.7
SR001567;P1-1050;4.7
SR001567;P1-2010;6.7
SR001567;P1-2020;0.3
SR001567;P1-2020;0.3
SR001567;P1-2030;0.2
SR001567;P1-2050;4.7
SR001567;P1-3030;0.2
SR001567;P1-3040;1.2
SR001567;P1-3050;3.6
SR001567;P1-3060;4.7
SR001567;P1-4010;3.2
SR001567;P1-4010;3.2
SR001567;P1-4010;3.2
SR001567;P1-4010;3.2
SR001567;P1-4020;3.4
SR001567;P1-4020;3.4
SR001567;P1-4030;4.7
SR001567;P1-4040;7.6
SR001568;ICE1-1003;7.2
SR001568;ICE1-1004;8.7
SR001568;ICE1-2001;3.2
SR001568;ICE1-2004;8.4
SR001568;ICE1-2005;8.8
SR001568;ICE1-3003;8.4
SR001568;ICE1-4001;2.8
SR001568;ICE1-4004;1.5
SR001568;P1-1030;7.2
SR001568;P1-1040;8.7
SR001568;P1-2010;8.8
SR001568;P1-2030;8.4
SR001568;P1-2040;8.4
SR001568;P1-2050;3.2
SR001568;P1-3030;2.8
SR001568;P1-4040;1.5
SR001570;ICE1-1002;0.5
SR001570;ICE1-1003;7
SR001570;ICE1-1004;6.3
SR001570;ICE1-1005;7.6
SR001570;ICE1-1006;0.7
SR001570;ICE1-2001;2.2
SR001570;ICE1-2005;6.6
SR001570;ICE1-2006;8.2
SR001570;ICE1-3002;1.9
SR001570;ICE1-3003;0.5
SR001570;ICE1-3004;6.4
SR001570;ICE1-3005;7
SR001570;ICE1-3006;4.7
SR001570;ICE1-4001;1.2
SR001570;ICE1-4004;8.8
SR001570;ICE1-4006;1.9
SR001570;ICE1-5001;7.6
SR001570;ICE1-5002;6.7
SR001570;ICE1-5004;4.7
SR001570;ICE1-5005;4.7
SR001570;ICE1-5006;9.8
SR001570;ICE1-6003;6.6
SR001570;ICE1-6004;4.7
SR001570;ICE1-6006;0.7
SR001570;ICE1-7107;6
SR001570;ICE1-7201;6.6
SR001570;ICE1-7207;9.8
SR001570;ICE1-7208;3.2
SR001570;ICE1-7302;9.8
SR001570;ICE1-7401;0.7
SR001570;ICE1-7404;4.7
SR001570;ICE1-8112;7.6
SR001570;ICE1-8201;4.7
SR001570;ICE1-8202;6.6
SR001570;ICE1-8204;5.9
SR001570;ICE1-8207;7.6
SR001570;ICE1-8305;4.7
SR001570;P1-1020;0.5
SR001570;P1-1030;7
SR001570;P1-1040;6.3
SR001570;P1-1050;7.6
SR001570;P1-1060;0.7
SR001570;P1-2010;6.6
SR001570;P1-2030;0.5
SR001570;P1-2050;2.2
SR001570;P1-2060;8.2
SR001570;P1-3010;10
SR001570;P1-3020;1.9
SR001570;P1-3030;1.2
SR001570;P1-3040;6.4
SR001570;P1-3050;7
SR001570;P1-3060;4.7
SR001570;P1-4010;7.6
SR001570;P1-4010;7.6
SR001570;P1-4010;7.6
SR001570;P1-4010;7.6
SR001570;P1-4020;8.6
SR001570;P1-4020;8.6
SR001570;P1-4030;1.1
SR001570;P1-4030;6.8
SR001570;P1-4040;8.8
SR001570;P1-4060;1.9
SR001570;P1-5020;2.5
SR001570;P1-5030;4.7
SR001570;P1-5040;9.8
SR001570;P1-5110;6.7
SR001570;P1-5220;4.7
SR001570;P1-5320;0.7
SR001570;P1-6010;2.9
SR001570;P1-6010;1.8
SR001570;P1-6020;6.6
SR001570;P1-6210;6.6
SR001570;P1-6220;6.6
SR001570;P1-6310;9.8
SR001570;P1-9010;0.7
SR001570;P1-9025;4.7
SR001570;P1-9115;7.6
SR001570;P1-9125;6
SR001570;P1-9210;7.6
SR001570;P1-9230;0.1
SR001570;P1-9235;4.7
SR001570;P1-9240;5.9
SR001570;P1-9245;4.7
SR001570;P1-9250;3.2
SR001570;P1-9255;9.8
SR001570;P1-9340;4.7
SR001571;ICE1-1001;4.7
SR001571;ICE1-1002;3.2
SR001571;ICE1-1003;6.6
SR001571;ICE1-1004;7
SR001571;ICE1-1005;4.7
SR001571;ICE1-1006;5.7
SR001571;ICE1-2001;2.1
SR001571;ICE1-2005;7
SR001571;ICE1-2006;2.2
SR001571;ICE1-3001;4.7
SR001571;ICE1-3002;0.1
SR001571;ICE1-3003;4.7
SR001571;ICE1-3004;7
SR001571;ICE1-3005;3.8
SR001571;ICE1-3006;0.9
SR001571;ICE1-4001;6.7
SR001571;ICE1-4003;7.6
SR001571;ICE1-4004;7
SR001571;ICE1-4005;3.6
SR001571;ICE1-4006;4.7
SR001571;ICE1-5001;0.7
SR001571;ICE1-5002;7
SR001571;ICE1-5003;6.6
SR001571;ICE1-5004;4.7
SR001571;ICE1-5005;4.7
SR001571;ICE1-6001;7.6
SR001571;ICE1-6003;4.7
SR001571;ICE1-6004;2.2
SR001571;ICE1-6006;8.8
SR001571;ICE1-7001;2.7
SR001571;ICE1-7107;5.7
SR001571;ICE1-7201;1.9
SR001571;ICE1-7204;3.1
SR001571;ICE1-7207;3.6
SR001571;ICE1-7208;5
SR001571;ICE1-7302;0.2
SR001571;ICE1-7401;3.2
SR001571;ICE1-7404;0.5
SR001571;ICE1-8201;4.7
SR001571;ICE1-8204;5.9
SR001571;ICE1-8207;4.7
SR001571;P1-1010;10
SR001571;P1-1010;7.5
SR001571;P1-1010;4.7
SR001571;P1-1020;3.2
SR001571;P1-1030;6.6
SR001571;P1-1040;7
SR001571;P1-1050;4.7
SR001571;P1-1060;5.7
SR001571;P1-2010;7
SR001571;P1-2020;8.6
SR001571;P1-2020;8.6
SR001571;P1-2030;4.7
SR001571;P1-2050;2.1
SR001571;P1-2060;2.2
SR001571;P1-3010;4.7
SR001571;P1-3020;0.1
SR001571;P1-3030;6.7
SR001571;P1-3040;7
SR001571;P1-3050;3.8
SR001571;P1-3060;0.9
SR001571;P1-4010;0.7
SR001571;P1-4010;0.7
SR001571;P1-4010;0.7
SR001571;P1-4010;0.7
SR001571;P1-4020;6.8
SR001571;P1-4020;6.8
SR001571;P1-4030;7.6
SR001571;P1-4040;7
SR001571;P1-4050;3.6
SR001571;P1-4060;4.7
SR001571;P1-5010;7.6
SR001571;P1-5020;6.6
SR001571;P1-5030;4.7
SR001571;P1-5110;7
SR001571;P1-5210;2.7
SR001571;P1-5220;4.7
SR001571;P1-5320;8.8
SR001571;P1-6020;4.7
SR001571;P1-6220;1.9
SR001571;P1-6310;0.2
SR001571;P1-9010;3.2
SR001571;P1-9025;0.5
SR001571;P1-9125;5.7
SR001571;P1-9210;4.7
SR001571;P1-9225;3.1
SR001571;P1-9230;8.8
SR001571;P1-9235;2.2
SR001571;P1-9240;5.9
SR001571;P1-9245;4.7
SR001571;P1-9250;5
SR001571;P1-9255;3.6
SR001576;ICE1-1006;4.7
SR001576;ICE1-4001;4.7
SR001576;ICE1-4005;4.7
SR001576;ICE1-5001;4.7
SR001576;P1-1050;0.3
SR001576;P1-1060;4.7
SR001576;P1-2010;7.5
SR001576;P1-3020;7.5
SR001576;P1-3020;1.8
SR001576;P1-3030;4.7
SR001576;P1-3040;7.5
SR001576;P1-3040;8.5
SR001576;P1-3050;3.5
SR001576;P1-3050;1.8
SR001576;P1-3060;0.3
SR001576;P1-4010;4.7
SR001576;P1-4010;4.7
SR001576;P1-4010;4.7
SR001576;P1-4010;4.7
SR001576;P1-4020;8.6
SR001576;P1-4020;8.6
SR001576;P1-4040;3.5
SR001576;P1-4040;3.5
SR001576;P1-4050;6.8
SR001576;P1-4050;4.7
SR001579;ICE1-1003;7.6
SR001579;P1-1030;7.6
SR001580;ICE1-4001;3.6
SR001580;P1-3030;3.6
SR001580;P1-5020;2.9
SR001580;P1-5030;10
SR001581;ICE1-1001;0.5
SR001581;ICE1-1002;4.7
SR001581;ICE1-1003;7.6
SR001581;ICE1-1005;4.7
SR001581;ICE1-1006;3.1
SR001581;ICE1-2002;4.7
SR001581;ICE1-2005;2.2
SR001581;ICE1-2006;2.7
SR001581;ICE1-3002;4.7
SR001581;ICE1-3003;0.7
SR001581;ICE1-3004;2.1
SR001581;ICE1-3005;1.2
SR001581;ICE1-3006;0.7
SR001581;ICE1-4001;3.2
SR001581;ICE1-4002;0.7
SR001581;ICE1-4003;3.6
SR001581;ICE1-4004;8
SR001581;ICE1-4005;0.5
SR001581;ICE1-4006;7
SR001581;ICE1-5001;1.2
SR001581;ICE1-5003;1.3
SR001581;ICE1-5005;2.1
SR001581;ICE1-6001;9.8
SR001581;ICE1-6006;4.7
SR001581;P1-1010;0.5
SR001581;P1-1020;4.7
SR001581;P1-1030;7.6
SR001581;P1-1050;4.7
SR001581;P1-1060;3.1
SR001581;P1-2010;2.2
SR001581;P1-2020;4.7
SR001581;P1-2030;0.7
SR001581;P1-2030;0.7
SR001581;P1-2030;0.7
SR001581;P1-2050;1.1
SR001581;P1-2050;6.8
SR001581;P1-2060;2.7
SR001581;P1-3010;3.5
SR001581;P1-3010;8.6
SR001581;P1-3020;4.7
SR001581;P1-3030;3.2
SR001581;P1-3040;2.1
SR001581;P1-3050;6.8
SR001581;P1-3050;1.2
SR001581;P1-3060;0.7
SR001581;P1-4010;1.2
SR001581;P1-4010;1.2
SR001581;P1-4010;1.2
SR001581;P1-4010;1.2
SR001581;P1-4020;8.6
SR001581;P1-4020;0.7
SR001581;P1-4030;3.6
SR001581;P1-4040;8
SR001581;P1-4050;0.5
SR001581;P1-4060;7
SR001581;P1-5010;9.8
SR001581;P1-5020;1.3
SR001581;P1-5220;2.1
SR001581;P1-5320;4.7
SR001583;ICE1-1001;0.5
SR001583;ICE1-1002;7.6
SR001583;ICE1-1003;8
SR001583;ICE1-1004;7
SR001583;ICE1-1005;7.6
SR001583;ICE1-1006;6.6
SR001583;ICE1-2001;8.8
SR001583;ICE1-2005;7
SR001583;ICE1-2006;6.9
SR001583;ICE1-3002;6.6
SR001583;ICE1-3004;0.2
SR001583;ICE1-4001;2.7
SR001583;ICE1-4004;1.7
SR001583;ICE1-4005;9.8
SR001583;ICE1-4006;7.6
SR001583;ICE1-6004;4.7
SR001583;ICE1-6006;8.8
SR001583;ICE1-7302;1.9
SR001583;ICE1-7404;4.7
SR001583;ICE1-8112;3.6
SR001583;P1-1010;0.5
SR001583;P1-1020;7.6
SR001583;P1-1030;8
SR001583;P1-1040;7
SR001583;P1-1050;7.6
SR001583;P1-1060;6.6
SR001583;P1-2010;7
SR001583;P1-2050;8.8
SR001583;P1-2060;6.9
SR001583;P1-3010;10
SR001583;P1-3010;10
SR001583;P1-3020;6.6
SR001583;P1-3030;2.7
SR001583;P1-3040;0.2
SR001583;P1-3050;1.8
SR001583;P1-4040;1.7
SR001583;P1-4050;9.8
SR001583;P1-4060;7.6
SR001583;P1-5030;3
SR001583;P1-5320;8.8
SR001583;P1-6310;1.9
SR001583;P1-9025;4.7
SR001583;P1-9115;3.6
SR001583;P1-9235;4.7
SR001584;ICE1-4001;0.1
SR001584;ICE1-5001;4.7
SR001584;P1-1010;10
SR001584;P1-1020;0.3
SR001584;P1-1030;7.5
SR001584;P1-1050;7.5
SR001584;P1-2030;3.5
SR001584;P1-2030;3.5
SR001584;P1-2030;3.5
SR001584;P1-2060;0.3
SR001584;P1-3030;0.1
SR001584;P1-4010;4.7
SR001584;P1-4010;4.7
SR001584;P1-4010;4.7
SR001584;P1-4010;4.7
SR001584;P1-5030;1.8
SR001585;ICE1-1003;3.8
SR001585;ICE1-1004;5.9
SR001585;ICE1-3004;8.9
SR001585;ICE1-4001;2.8
SR001585;ICE1-4002;1.2
SR001585;ICE1-5001;2.8
SR001585;ICE1-6005;4.8
SR001585;ICE1-6006;8.4
SR001585;ICE1-7301;1.2
SR001585;ICE1-8303;0
SR001585;ICE1-8306;8.4
SR001585;P1-1030;3.8
SR001585;P1-1040;5.9
SR001585;P1-3030;2.8
SR001585;P1-3040;8.9
SR001585;P1-4010;2.8
SR001585;P1-4020;1.2
SR001585;P1-5320;8.4
SR001585;P1-6320;1.2
SR001585;P1-9130;8.6
SR001585;P1-9320;0
SR001585;P1-9325;4.8
SR001585;P1-9335;8.4
SR001587;ICE1-1003;0.2
SR001587;ICE1-1006;4.7
SR001587;ICE1-2002;4.7
SR001587;ICE1-3005;4.7
SR001587;ICE1-4001;4.7
SR001587;ICE1-4003;3.6
SR001587;ICE1-5001;7.6
SR001587;P1-1030;0.2
SR001587;P1-1050;0.3
SR001587;P1-1050;8.6
SR001587;P1-1060;4.7
SR001587;P1-2010;1.1
SR001587;P1-2020;4.7
SR001587;P1-2050;7.5
SR001587;P1-3020;3.4
SR001587;P1-3030;4.7
SR001587;P1-3040;0.3
SR001587;P1-3040;1.6
SR001587;P1-3050;8.6
SR001587;P1-3050;4.7
SR001587;P1-3060;0.7
SR001587;P1-3060;0.7
SR001587;P1-4010;7.6
SR001587;P1-4010;7.6
SR001587;P1-4010;7.6
SR001587;P1-4010;7.6
SR001587;P1-4020;8.6
SR001587;P1-4020;6.8
SR001587;P1-4030;3.6
SR001587;P1-4050;3.4
SR001587;P1-4050;6.8
SR001588;ICE1-1001;0.5
SR001588;ICE1-1002;4.7
SR001588;ICE1-1003;6.6
SR001588;ICE1-1005;4.7
SR001588;ICE1-2002;4.7
SR001588;P1-1010;0.5
SR001588;P1-1020;4.7
SR001588;P1-1030;6.6
SR001588;P1-1050;4.7
SR001588;P1-2010;0.3
SR001588;P1-2010;0.3
SR001588;P1-2020;8.6
SR001588;P1-2020;4.7
SR001588;P1-2060;7.5
SR001588;P1-2060;0.3
SR001588;P1-3040;3.9
SR001588;P1-4050;3.4
SR001588;P1-4050;3.4
SR001589;ICE1-1001;4.7
SR001589;ICE1-1002;4.7
SR001589;ICE1-1003;5
SR001589;ICE1-1004;8.2
SR001589;ICE1-1005;0.7
SR001589;ICE1-1006;3.2
SR001589;ICE1-2001;0.7
SR001589;ICE1-2004;0.7
SR001589;ICE1-2005;2.7
SR001589;ICE1-2006;0.2
SR001589;ICE1-3001;2.7
SR001589;ICE1-3003;0.2
SR001589;ICE1-3004;4.7
SR001589;ICE1-3005;3.1
SR001589;ICE1-3006;7.6
SR001589;ICE1-4001;6.9
SR001589;ICE1-4002;4.7
SR001589;ICE1-4003;8.8
SR001589;ICE1-4004;3.8
SR001589;ICE1-4005;8.4
SR001589;ICE1-4006;1.9
SR001589;ICE1-5001;6.4
SR001589;ICE1-5002;6.4
SR001589;ICE1-5003;0.1
SR001589;ICE1-5004;6.9
SR001589;ICE1-5006;7.6
SR001589;ICE1-6001;1.9
SR001589;ICE1-6002;6.4
SR001589;ICE1-6003;3.6
SR001589;ICE1-6006;0.2
SR001589;ICE1-7204;0.5
SR001589;ICE1-7302;1.9
SR001589;ICE1-8101;5.9
SR001589;ICE1-8202;4.8
SR001589;ICE1-8305;0.2
SR001589;ICE1-8307;6.4
SR001589;P1-1010;4.7
SR001589;P1-1020;4.7
SR001589;P1-1030;5
SR001589;P1-1040;8.2
SR001589;P1-1050;0.7
SR001589;P1-1060;3.2
SR001589;P1-2010;2.7
SR001589;P1-2020;0.3
SR001589;P1-2020;8.6
SR001589;P1-2030;0.2
SR001589;P1-2040;0.7
SR001589;P1-2050;0.7
SR001589;P1-2060;0.2
SR001589;P1-3010;5.6
SR001589;P1-3010;2.7
SR001589;P1-3020;1.4
SR001589;P1-3030;6.9
SR001589;P1-3040;4.7
SR001589;P1-3050;3.1
SR001589;P1-3060;7.6
SR001589;P1-4010;6.4
SR001589;P1-4020;4.7
SR001589;P1-4030;8.8
SR001589;P1-4040;3.8
SR001589;P1-4050;8.4
SR001589;P1-4060;1.9
SR001589;P1-5010;1.9
SR001589;P1-5020;0.1
SR001589;P1-5030;6.9
SR001589;P1-5040;7.6
SR001589;P1-5110;6.4
SR001589;P1-5120;5.9
SR001589;P1-5320;0.2
SR001589;P1-6010;6.4
SR001589;P1-6020;3.6
SR001589;P1-6210;4.8
SR001589;P1-6310;1.9
SR001589;P1-9225;0.5
SR001589;P1-9310;0.3
SR001589;P1-9340;0.2
SR001589;P1-9350;6.4
SR001590;P1-1030;10
SR001592;P1-1010;10
SR001592;P1-1020;8.6
SR001592;P1-1030;3.4
SR001592;P1-1050;3.4
SR001592;P1-1060;7.5
SR001592;P1-2010;1.8
SR001592;P1-2020;10
SR001592;P1-2030;10
SR001592;P1-2030;10
SR001592;P1-2030;10
SR001592;P1-2050;4.2
SR001594;ICE1-1001;2.7
SR001594;ICE1-1002;9.8
SR001594;ICE1-1003;6.7
SR001594;ICE1-1004;3.2
SR001594;ICE1-1005;7.2
SR001594;ICE1-1006;1.3
SR001594;ICE1-2001;4.7
SR001594;ICE1-2002;3.2
SR001594;ICE1-2004;5
SR001594;ICE1-2005;8
SR001594;ICE1-2006;3.2
SR001594;ICE1-3001;8.4
SR001594;ICE1-3003;7.3
SR001594;ICE1-3004;9.8
SR001594;ICE1-3005;2.1
SR001594;ICE1-3006;0.9
SR001594;ICE1-4001;3.6
SR001594;ICE1-4002;6.4
SR001594;ICE1-4003;6.4
SR001594;ICE1-4004;0.5
SR001594;ICE1-5001;3.8
SR001594;ICE1-5003;0.2
SR001594;ICE1-5006;4.7
SR001594;ICE1-6001;6.9
SR001594;ICE1-6002;1.7
SR001594;ICE1-6003;2.2
SR001594;ICE1-7101;0
SR001594;ICE1-7107;3.8
SR001594;ICE1-7108;4.7
SR001594;ICE1-7110;0.1
SR001594;ICE1-8110;7.9
SR001594;ICE1-8202;1.3
SR001594;ICE1-8306;6
SR001594;P1-1010;2.7
SR001594;P1-1020;9.8
SR001594;P1-1030;6.7
SR001594;P1-1040;3.2
SR001594;P1-1050;7.2
SR001594;P1-1060;1.3
SR001594;P1-2010;8
SR001594;P1-2020;3.2
SR001594;P1-2030;7.3
SR001594;P1-2040;5
SR001594;P1-2050;4.7
SR001594;P1-2060;1.1
SR001594;P1-2060;3.2
SR001594;P1-3010;8.4
SR001594;P1-3030;3.6
SR001594;P1-3040;9.8
SR001594;P1-3050;2.1
SR001594;P1-3060;0.9
SR001594;P1-4010;3.8
SR001594;P1-4020;6.4
SR001594;P1-4030;6.4
SR001594;P1-4040;0.5
SR001594;P1-5010;6.9
SR001594;P1-5020;0.2
SR001594;P1-5040;4.7
SR001594;P1-5120;8.6
SR001594;P1-6010;1.7
SR001594;P1-6020;2.2
SR001594;P1-6110;0
SR001594;P1-6210;1.3
SR001594;P1-9125;3.8
SR001594;P1-9140;4.7
SR001594;P1-9145;5.8
SR001594;P1-9145;7.9
SR001594;P1-9170;0.1
SR001594;P1-9335;6
SR001595;ICE1-1003;4.7
SR001595;ICE1-1005;4.7
SR001595;ICE1-1006;0.5
SR001595;ICE1-2006;7.6
SR001595;ICE1-3004;4.7
SR001595;ICE1-3005;0.5
SR001595;ICE1-4001;4.7
SR001595;ICE1-4003;0.7
SR001595;ICE1-5001;0.7
SR001595;ICE1-5003;2.2
SR001595;ICE1-7302;4.7
SR001595;P1-1030;6.8
SR001595;P1-1030;4.7
SR001595;P1-1050;4.7
SR001595;P1-1060;0.5
SR001595;P1-2020;7.5
SR001595;P1-2060;7.6
SR001595;P1-3030;4.7
SR001595;P1-3040;4.7
SR001595;P1-3050;0.5
SR001595;P1-4010;0.7
SR001595;P1-4020;3.4
SR001595;P1-4020;3.4
SR001595;P1-4030;0.7
SR001595;P1-5020;2.2
SR001595;P1-5320;8.5
SR001595;P1-6310;4.7
SR001595;P1-9315;7.5
SR001596;ICE1-1002;0
SR001596;ICE1-1003;4.7
SR001596;ICE1-1005;4.7
SR001596;ICE1-1006;6.6
SR001596;ICE1-2002;4.7
SR001596;ICE1-2005;4.7
SR001596;ICE1-2006;4.7
SR001596;ICE1-3002;4.7
SR001596;ICE1-3004;0.7
SR001596;ICE1-3005;3.6
SR001596;ICE1-3006;4.7
SR001596;ICE1-4001;2.1
SR001596;ICE1-4003;3.6
SR001596;ICE1-5001;4.7
SR001596;ICE1-6001;7.1
SR001596;ICE1-6004;2.2
SR001596;ICE1-7208;8.2
SR001596;P1-1010;0.3
SR001596;P1-1020;0
SR001596;P1-1030;4.7
SR001596;P1-1050;4.7
SR001596;P1-1060;6.6
SR001596;P1-2010;4.7
SR001596;P1-2020;4.7
SR001596;P1-2060;1.1
SR001596;P1-2060;4.7
SR001596;P1-3010;10
SR001596;P1-3020;4.7
SR001596;P1-3030;2.1
SR001596;P1-3040;0.7
SR001596;P1-3050;3.6
SR001596;P1-3060;4.7
SR001596;P1-4010;4.7
SR001596;P1-4010;4.7
SR001596;P1-4010;4.7
SR001596;P1-4010;4.7
SR001596;P1-4030;3.6
SR001596;P1-5010;7.1
SR001596;P1-5020;8.5
SR001596;P1-9235;2.2
SR001596;P1-9250;8.2
SR001598;ICE1-2005;4.7
SR001598;ICE1-3004;4.7
SR001598;ICE1-4001;0.7
SR001598;ICE1-4005;0.5
SR001598;ICE1-5001;8.8
SR001598;ICE1-7101;1.9
SR001598;ICE1-7102;8.8
SR001598;ICE1-7110;7.6
SR001598;ICE1-7112;8.2
SR001598;ICE1-8101;7.6
SR001598;P1-2010;4.7
SR001598;P1-2030;10
SR001598;P1-2030;10
SR001598;P1-2030;10
SR001598;P1-3030;0.7
SR001598;P1-3040;4.7
SR001598;P1-4010;8.8
SR001598;P1-4050;0.5
SR001598;P1-5120;7.6
SR001598;P1-6110;1.9
SR001598;P1-6120;8.8
SR001598;P1-9155;8.2
SR001598;P1-9170;7.6
SR001603;ICE1-1001;4.7
SR001603;ICE1-1003;1.9
SR001603;ICE1-1004;0.9
SR001603;ICE1-1005;4.7
SR001603;ICE1-1006;0.2
SR001603;ICE1-2001;4.7
SR001603;ICE1-2002;4.7
SR001603;ICE1-2004;4.7
SR001603;ICE1-2005;8.7
SR001603;ICE1-2006;3.2
SR001603;ICE1-3001;7.6
SR001603;ICE1-3002;1.2
SR001603;ICE1-3004;4.7
SR001603;ICE1-3005;7.6
SR001603;ICE1-4001;0.2
SR001603;ICE1-4003;0.7
SR001603;ICE1-4004;0.5
SR001603;ICE1-4005;0.2
SR001603;ICE1-5001;3.6
SR001603;ICE1-5003;0.5
SR001603;ICE1-6001;2.1
SR001603;ICE1-7404;2.8
SR001603;P1-1010;4.7
SR001603;P1-1020;7.5
SR001603;P1-1030;1.9
SR001603;P1-1040;0.9
SR001603;P1-1050;4.7
SR001603;P1-1060;0.2
SR001603;P1-2010;8.7
SR001603;P1-2020;4.7
SR001603;P1-2040;4.7
SR001603;P1-2050;4.7
SR001603;P1-2060;3.2
SR001603;P1-3010;1.1
SR001603;P1-3010;7.6
SR001603;P1-3020;1.2
SR001603;P1-3030;0.2
SR001603;P1-3040;9.3
SR001603;P1-3040;4.7
SR001603;P1-3050;7.6
SR001603;P1-4010;3.6
SR001603;P1-4020;6.8
SR001603;P1-4030;0.7
SR001603;P1-4040;0.5
SR001603;P1-4040;0.5
SR001603;P1-4050;0.2
SR001603;P1-5010;0.8
SR001603;P1-5010;2.1
SR001603;P1-5010;2.1
SR001603;P1-5020;0.5
SR001603;P1-5040;10
SR001603;P1-5040;1.8
SR001603;P1-6010;8.5
SR001603;P1-6010;0.3
SR001603;P1-9025;2.8
SR001606;ICE1-1003;4.7
SR001606;ICE1-1004;2.1
SR001606;ICE1-1005;4.7
SR001606;ICE1-2005;7
SR001606;ICE1-3004;0.7
SR001606;ICE1-3005;0.7
SR001606;ICE1-4001;0.7
SR001606;ICE1-5001;4.7
SR001606;ICE1-5003;7.6
SR001606;ICE1-7112;0.5
SR001606;ICE1-7401;0.7
SR001606;ICE1-8401;0.5
SR001606;P1-1030;4.7
SR001606;P1-1040;2.1
SR001606;P1-1050;4.7
SR001606;P1-1060;3.5
SR001606;P1-2010;7
SR001606;P1-3030;0.7
SR001606;P1-3040;0.7
SR001606;P1-3050;3.4
SR001606;P1-3050;3.4
SR001606;P1-3050;0.7
SR001606;P1-4010;4.7
SR001606;P1-4020;1.8
SR001606;P1-4030;0.3
SR001606;P1-4050;1.1
SR001606;P1-5020;7.6
SR001606;P1-5030;5.3
SR001606;P1-5120;1
SR001606;P1-6010;8.1
SR001606;P1-9010;0.7
SR001606;P1-9015;0.5
SR001606;P1-9155;0.5
SR001609;ICE1-1003;0.9
SR001609;ICE1-1006;6.7
SR001609;ICE1-4001;8.2
SR001609;ICE1-6006;8
SR001609;P1-1030;0.9
SR001609;P1-1060;6.7
SR001609;P1-3030;8.2
SR001609;P1-4010;0.3
